alert_id,transaction_id,account_id,alert_type,alert_severity,alert_reason,predicted_typology,typology_confidence,nlp_triage_score,nlp_triage_band,nlp_triage_reasons,suggested_review_queue
ALERT000094,TXN0000598,ACCT000110,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000095,TXN0000599,ACCT000643,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000096,TXN0000604,ACCT000067,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000097,TXN0000606,ACCT000468,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000098,TXN0000613,ACCT000113,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000099,TXN0000621,ACCT000067,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000100,TXN0000623,ACCT000516,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000101,TXN0000627,ACCT000526,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000102,TXN0000631,ACCT000095,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000103,TXN0000638,ACCT000311,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000104,TXN0000640,ACCT000469,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000105,TXN0000646,ACCT000474,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000106,TXN0000651,ACCT000345,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000107,TXN0000653,ACCT000107,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000108,TXN0000666,ACCT000128,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000109,TXN0000678,ACCT000336,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000110,TXN0000696,ACCT000034,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000111,TXN0000702,ACCT000098,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000112,TXN0000703,ACCT000241,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,80,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000113,TXN0000707,ACCT000519,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000114,TXN0000721,ACCT000535,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000115,TXN0000725,ACCT000212,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000116,TXN0000730,ACCT000580,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000117,TXN0000734,ACCT000007,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000118,TXN0000735,ACCT000025,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000119,TXN0000746,ACCT000564,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000120,TXN0000764,ACCT000013,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000121,TXN0000769,ACCT000366,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000122,TXN0000772,ACCT000279,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000123,TXN0000773,ACCT000156,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000124,TXN0000774,ACCT000659,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000125,TXN0000785,ACCT000546,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000126,TXN0000791,ACCT000108,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000127,TXN0000809,ACCT000252,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000128,TXN0000823,ACCT000575,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000129,TXN0000826,ACCT000219,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000130,TXN0000832,ACCT000065,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000131,TXN0000837,ACCT000326,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000132,TXN0000838,ACCT000367,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000133,TXN0000842,ACCT000261,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000134,TXN0000846,ACCT000054,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000135,TXN0000848,ACCT000337,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000136,TXN0000855,ACCT000584,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000137,TXN0000856,ACCT000503,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000138,TXN0000867,ACCT000683,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000139,TXN0000869,ACCT000381,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000140,TXN0000875,ACCT000028,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000141,TXN0000885,ACCT000407,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000142,TXN0000887,ACCT000246,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000143,TXN0000891,ACCT000108,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000144,TXN0000894,ACCT000166,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000145,TXN0000895,ACCT000598,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,86,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000146,TXN0000910,ACCT000332,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000147,TXN0000913,ACCT000543,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000148,TXN0000916,ACCT000248,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000149,TXN0000917,ACCT000005,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000150,TXN0000919,ACCT000039,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,100,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000151,TXN0000934,ACCT000393,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000152,TXN0000935,ACCT000452,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000153,TXN0000942,ACCT000224,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,93,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000154,TXN0000959,ACCT000604,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000155,TXN0000966,ACCT000352,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000156,TXN0000967,ACCT000475,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000157,TXN0000986,ACCT000115,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000158,TXN0000992,ACCT000596,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000159,TXN0001000,ACCT000450,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000160,TXN0001002,ACCT000351,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000161,TXN0001003,ACCT000312,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000162,TXN0001004,ACCT000692,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000163,TXN0001005,ACCT000389,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,100,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
