case_note_id,alert_id,note_text,predicted_typology,typology_confidence,typology_reasons,original_typology_label
NOTE000689,ALERT000689,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000690,ALERT000690,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000691,ALERT000691,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000692,ALERT000692,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000693,ALERT000693,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000694,ALERT000694,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000695,ALERT000695,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000696,ALERT000696,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000697,ALERT000697,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000698,ALERT000698,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000699,ALERT000699,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000700,ALERT000700,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000701,ALERT000701,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000702,ALERT000702,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000703,ALERT000703,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000704,ALERT000704,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000705,ALERT000705,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000706,ALERT000706,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000707,ALERT000707,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000708,ALERT000708,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000709,ALERT000709,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000710,ALERT000710,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000711,ALERT000711,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000712,ALERT000712,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000713,ALERT000713,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000714,ALERT000714,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000715,ALERT000715,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000716,ALERT000716,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000717,ALERT000717,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000718,ALERT000718,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000719,ALERT000719,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000720,ALERT000720,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000721,ALERT000721,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000722,ALERT000722,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000723,ALERT000723,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000724,ALERT000724,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000725,ALERT000725,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000726,ALERT000726,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000727,ALERT000727,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000728,ALERT000728,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000729,ALERT000729,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000730,ALERT000730,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000731,ALERT000731,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000732,ALERT000732,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000733,ALERT000733,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000734,ALERT000734,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000735,ALERT000735,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000736,ALERT000736,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000737,ALERT000737,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000738,ALERT000738,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000739,ALERT000739,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000740,ALERT000740,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000741,ALERT000741,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000742,ALERT000742,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000743,ALERT000743,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000744,ALERT000744,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000745,ALERT000745,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000746,ALERT000746,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000747,ALERT000747,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000748,ALERT000748,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000749,ALERT000749,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000750,ALERT000750,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000751,ALERT000751,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000752,ALERT000752,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000753,ALERT000753,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000754,ALERT000754,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000755,ALERT000755,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000756,ALERT000756,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000757,ALERT000757,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000758,ALERT000758,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000759,ALERT000759,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000760,ALERT000760,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000761,ALERT000761,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000762,ALERT000762,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000763,ALERT000763,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000764,ALERT000764,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000765,ALERT000765,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000766,ALERT000766,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000767,ALERT000767,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000768,ALERT000768,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000769,ALERT000769,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000770,ALERT000770,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000771,ALERT000771,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000772,ALERT000772,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000773,ALERT000773,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000774,ALERT000774,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000775,ALERT000775,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000776,ALERT000776,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000777,ALERT000777,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000778,ALERT000778,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000779,ALERT000779,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000780,ALERT000780,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000781,ALERT000781,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000782,ALERT000782,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000783,ALERT000783,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000784,ALERT000784,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000785,ALERT000785,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000786,ALERT000786,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000787,ALERT000787,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000788,ALERT000788,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000789,ALERT000789,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000790,ALERT000790,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000791,ALERT000791,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000792,ALERT000792,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000793,ALERT000793,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000794,ALERT000794,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000795,ALERT000795,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000796,ALERT000796,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000797,ALERT000797,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000798,ALERT000798,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000799,ALERT000799,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000800,ALERT000800,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000801,ALERT000801,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000802,ALERT000802,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000803,ALERT000803,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000804,ALERT000804,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000805,ALERT000805,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000806,ALERT000806,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000807,ALERT000807,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000808,ALERT000808,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000809,ALERT000809,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000810,ALERT000810,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000811,ALERT000811,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000812,ALERT000812,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000813,ALERT000813,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000814,ALERT000814,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000815,ALERT000815,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000816,ALERT000816,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000817,ALERT000817,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000818,ALERT000818,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000819,ALERT000819,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000820,ALERT000820,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000821,ALERT000821,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000822,ALERT000822,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000823,ALERT000823,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000824,ALERT000824,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000825,ALERT000825,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000826,ALERT000826,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000827,ALERT000827,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000828,ALERT000828,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000829,ALERT000829,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000830,ALERT000830,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000831,ALERT000831,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000832,ALERT000832,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000833,ALERT000833,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000834,ALERT000834,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000835,ALERT000835,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000836,ALERT000836,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000837,ALERT000837,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000838,ALERT000838,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000839,ALERT000839,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000840,ALERT000840,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000841,ALERT000841,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000842,ALERT000842,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000843,ALERT000843,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000844,ALERT000844,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000845,ALERT000845,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000846,ALERT000846,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000847,ALERT000847,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000848,ALERT000848,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000849,ALERT000849,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000850,ALERT000850,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000851,ALERT000851,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000852,ALERT000852,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000853,ALERT000853,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000854,ALERT000854,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000855,ALERT000855,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000856,ALERT000856,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000857,ALERT000857,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000858,ALERT000858,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000859,ALERT000859,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000860,ALERT000860,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
